a,pg,aLabel,born,died
http://www.wikidata.org/entity/Q3292549,33937,Marie Gigault de Bellefonds,1624-01-01T00:00:00Z,1706-06-24T00:00:00Z
http://www.wikidata.org/entity/Q4678257,49244,Ada Goodrich Freer,1857-05-15T00:00:00Z,1931-02-24T00:00:00Z
http://www.wikidata.org/entity/Q4678257,49244,Ada Goodrich Freer,1865-01-01T00:00:00Z,1931-02-24T00:00:00Z
http://www.wikidata.org/entity/Q4693084,7899,Agnes Maule Machar,1837-01-01T00:00:00Z,1927-01-24T00:00:00Z
http://www.wikidata.org/entity/Q4725732,40081,Alice Bolingbroke Woodward,1862-10-03T00:00:00Z,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4767643,25213,Anna de Koven,1862-11-19T00:00:00Z,1953-01-12T00:00:00Z
http://www.wikidata.org/entity/Q4768392,50563,Anne Grant,1755-02-21T00:00:00Z,1838-11-07T00:00:00Z
http://www.wikidata.org/entity/Q4769375,53491,Annie Matheson,1853-01-01T00:00:00Z,1924-03-16T00:00:00Z
http://www.wikidata.org/entity/Q4859092,55295,Barbara Leonard Reynolds,1915-06-12T00:00:00Z,1990-02-11T00:00:00Z
http://www.wikidata.org/entity/Q4936482,44878,Ella Sophia Armitage,1841-03-03T00:00:00Z,1931-03-20T00:00:00Z
http://www.wikidata.org/entity/Q4962639,45685,Maria Linder,1840-12-09T00:00:00Z,1870-03-05T00:00:00Z
http://www.wikidata.org/entity/Q5363282,48629,Elizabeth Oakes Smith,1806-08-12T00:00:00Z,1893-11-16T00:00:00Z
http://www.wikidata.org/entity/Q5372152,41162,Emily Eden,1797-03-03T00:00:00Z,1869-08-05T00:00:00Z
http://www.wikidata.org/entity/Q5460608,37246,Florence Eleanor Soper,1861-09-12T00:00:00Z,1957-06-10T00:00:00Z
http://www.wikidata.org/entity/Q5478537,31739,Frances Browne,1816-01-16T00:00:00Z,1879-08-21T00:00:00Z
http://www.wikidata.org/entity/Q5664367,7319,Harriet Vaughan Cheney,1796-09-09T00:00:00Z,1889-05-14T00:00:00Z
http://www.wikidata.org/entity/Q6308981,4254,Juliette Augusta Magill Kinzie,1806-09-11T00:00:00Z,1870-09-15T00:00:00Z
http://www.wikidata.org/entity/Q6376180,28405,Katharine Elizabeth Dopp,1863-03-01T00:00:00Z,1944-03-14T00:00:00Z
http://www.wikidata.org/entity/Q6376180,28405,Katharine Elizabeth Dopp,1863-03-01T00:00:00Z,1944-05-14T00:00:00Z
http://www.wikidata.org/entity/Q6452491,52147,Katarina Botsky,1880-08-04T00:00:00Z,1945-12-31T00:00:00Z
http://www.wikidata.org/entity/Q6470086,50832,Dorothy Nevill,1826-01-01T00:00:00Z,1913-03-24T00:00:00Z
http://www.wikidata.org/entity/Q6698488,47681,Lucy Sale-Barker,1841-01-01T00:00:00Z,1892-05-04T00:00:00Z
http://www.wikidata.org/entity/Q6759387,37023,Margaret Evans Price,1888-03-20T00:00:00Z,1973-11-20T00:00:00Z
http://www.wikidata.org/entity/Q7000426,6244,Netta Syrett,1865-03-17T00:00:00Z,1943-12-15T00:00:00Z
http://www.wikidata.org/entity/Q7050054,8693,Nora Archibald Smith,1859-01-01T00:00:00Z,1934-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7367296,34942,Rosamond Langbridge,1880-01-01T00:00:00Z,1964-07-02T00:00:00Z
http://www.wikidata.org/entity/Q7405327,51380,Sally Watson,1924-01-28T00:00:00Z,2022-03-11T00:00:00Z
http://www.wikidata.org/entity/Q7421805,2534,Sara Ware Bassett,1872-10-22T00:00:00Z,1968-07-18T00:00:00Z
http://www.wikidata.org/entity/Q7422290,39498,Sarah Emma Edmonds,1841-12-01T00:00:00Z,1898-09-05T00:00:00Z
http://www.wikidata.org/entity/Q15944986,45609,Mary Helen Agnes Allies,1852-02-02T00:00:00Z,1927-01-27T00:00:00Z
http://www.wikidata.org/entity/Q15963321,37805,Caroline Austin,,http://www.wikidata.org/.well-known/genid/e83f4eed7fd44306cc8fb0f7d8e46cc1
http://www.wikidata.org/entity/Q15978364,31235,Mary Artemisia Lathbury,1841-08-10T00:00:00Z,1913-10-20T00:00:00Z
http://www.wikidata.org/entity/Q15980965,38411,Maude Ashurst Biggs,1856-12-26T00:00:00Z,1933-07-14T00:00:00Z
http://www.wikidata.org/entity/Q18123118,8704,Winifred Stephens,1870-01-01T00:00:00Z,1944-09-08T00:00:00Z
http://www.wikidata.org/entity/Q18507230,35956,Pearl Norton Swet,1909-08-03T00:00:00Z,1939-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18593338,38392,Louisa Parr,1848-01-01T00:00:00Z,1903-11-02T00:00:00Z
http://www.wikidata.org/entity/Q18670743,38922,Anne Hamilton,1766-03-16T00:00:00Z,1846-10-10T00:00:00Z
http://www.wikidata.org/entity/Q18733244,54349,Matilda Mackarness,1825-11-23T00:00:00Z,1881-05-06T00:00:00Z
http://www.wikidata.org/entity/Q18911821,37828,Mary Alison Hingston Quiggin,1874-01-01T00:00:00Z,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q19837381,1192,Annie Hamilton Donnell,1862-09-11T00:00:00Z,1943-03-03T00:00:00Z
http://www.wikidata.org/entity/Q20737346,49174,Cora Wilson Stewart,1875-01-17T00:00:00Z,1958-12-02T00:00:00Z
http://www.wikidata.org/entity/Q20908766,53798,Anna Margaretta Archambault,1856-01-01T00:00:00Z,1956-06-30T00:00:00Z
http://www.wikidata.org/entity/Q21552390,40927,A. Rowley Hilliard,,
http://www.wikidata.org/entity/Q22003936,39423,Theophila Carlile Campbell,1837-01-01T00:00:00Z,1913-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24004726,9088,Ella Farman,1837-11-01T00:00:00Z,1907-05-22T00:00:00Z
http://www.wikidata.org/entity/Q27881150,4996,Mary Catherine Crowley,1856-11-28T00:00:00Z,1920-05-04T00:00:00Z
http://www.wikidata.org/entity/Q28155458,39350,Maud Margaret Key Stawell,1865-11-11T00:00:00Z,1949-03-27T00:00:00Z
http://www.wikidata.org/entity/Q29435191,43742,Emma Augusta Sharkey,1858-09-15T00:00:00Z,1902-05-06T00:00:00Z
http://www.wikidata.org/entity/Q37135206,26411,J. E. Buckrose,1868-01-01T00:00:00Z,1931-08-09T00:00:00Z
http://www.wikidata.org/entity/Q42529454,8193,Roger Dombre,1859-01-01T00:00:00Z,1914-01-01T00:00:00Z
http://www.wikidata.org/entity/Q44193237,36236,Ruth Messenger,1884-02-29T00:00:00Z,1964-03-03T00:00:00Z
http://www.wikidata.org/entity/Q44193237,36236,Ruth Messenger,1884-02-29T00:00:00Z,1964-03-04T00:00:00Z
http://www.wikidata.org/entity/Q50146529,52296,Sarah E. Farro,1859-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/d05e7a06f80a154f3df48fa878d679c2
http://www.wikidata.org/entity/Q51875673,44043,Elizabeth Gordon,1866-01-01T00:00:00Z,1922-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53752796,46673,Amy Audrey Locke,1881-01-01T00:00:00Z,1916-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55240124,2969,Harriet Stark,1868-09-23T00:00:00Z,1944-08-23T00:00:00Z
http://www.wikidata.org/entity/Q55721476,7808,Anne Crosby Emery Allinson,1871-01-01T00:00:00Z,1932-08-16T00:00:00Z
http://www.wikidata.org/entity/Q56875654,47892,Q56875654,1859-09-12T00:00:00Z,1930-08-22T00:00:00Z
http://www.wikidata.org/entity/Q60906176,4751,Clara Kern Bayliss,1848-03-05T00:00:00Z,1948-01-01T00:00:00Z
http://www.wikidata.org/entity/Q62592354,32966,Juanita Savage,,
http://www.wikidata.org/entity/Q90074581,9441,Mary Huston Gregory,,
http://www.wikidata.org/entity/Q94258276,52492,Q94258276,1853-07-19T00:00:00Z,1939-05-02T00:00:00Z
http://www.wikidata.org/entity/Q94767642,42653,Elisabeth Albrecht,1890-11-14T00:00:00Z,1970-02-18T00:00:00Z
http://www.wikidata.org/entity/Q97767671,2498,Ellen C. Babbitt,1872-02-05T00:00:00Z,1950-02-23T00:00:00Z
http://www.wikidata.org/entity/Q98549308,3652,Jane Hancox Newell Moore,1857-06-17T00:00:00Z,1945-08-14T00:00:00Z
http://www.wikidata.org/entity/Q99938241,47553,Helena Higginbotham,1874-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q100898166,51497,Phebe Estelle Spalding,1859-01-01T00:00:00Z,1937-03-12T00:00:00Z
http://www.wikidata.org/entity/Q100898166,51497,Phebe Estelle Spalding,1859-03-13T00:00:00Z,1937-03-12T00:00:00Z
http://www.wikidata.org/entity/Q106232604,45004,Elizabeth Foster Wesselhoeft,1840-10-21T00:00:00Z,1919-01-31T00:00:00Z
http://www.wikidata.org/entity/Q106473113,8437,Q106473113,,1932-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109855729,5290,F. L. Gillette,1828-01-01T00:00:00Z,1926-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110215488,45344,Elsie Duncan Yale,1873-01-01T00:00:00Z,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q116269588,51496,Catherine Daae Groth,1888-10-02T00:00:00Z,1972-06-14T00:00:00Z
http://www.wikidata.org/entity/Q38873,37791,Lou Andreas-Salomem,1861-02-12T00:00:00Z,1937-02-05T00:00:00Z
http://www.wikidata.org/entity/Q57629,35434,Elisabeth of Wied,1843-12-29T00:00:00Z,1916-03-02T00:00:00Z
http://www.wikidata.org/entity/Q59401,47630,Jenny d'Héricourt,1809-09-10T00:00:00Z,1875-01-12T00:00:00Z
http://www.wikidata.org/entity/Q62950,28338,Eugenie Marlitt,1825-12-05T00:00:00Z,1887-06-22T00:00:00Z
http://www.wikidata.org/entity/Q78239,44154,Helene Böhlau,1859-11-22T00:00:00Z,1940-03-26T00:00:00Z
http://www.wikidata.org/entity/Q90562,51553,Elsa Asenijeff,1867-01-03T00:00:00Z,1941-04-05T00:00:00Z
http://www.wikidata.org/entity/Q266086,53986,Q266086,1885-03-15T00:00:00Z,1940-07-20T00:00:00Z
http://www.wikidata.org/entity/Q270207,34778,Carrie Chapman Catt,1859-01-09T00:00:00Z,1947-03-09T00:00:00Z
http://www.wikidata.org/entity/Q432717,49892,Charlotte Despard,1844-06-15T00:00:00Z,1939-11-10T00:00:00Z
http://www.wikidata.org/entity/Q449489,1726,Clara Reeve,1729-01-23T00:00:00Z,1807-12-03T00:00:00Z
http://www.wikidata.org/entity/Q457286,2389,Delia Bacon,1811-02-02T00:00:00Z,1859-09-02T00:00:00Z
http://www.wikidata.org/entity/Q465320,59522,Annie Edson Taylor,1838-10-24T00:00:00Z,1921-04-29T00:00:00Z
http://www.wikidata.org/entity/Q510841,32567,Mildred Cable,1878-02-21T00:00:00Z,1952-04-30T00:00:00Z
http://www.wikidata.org/entity/Q2224313,5940,Sarah Bradford,1818-08-20T00:00:00Z,1912-06-25T00:00:00Z
http://www.wikidata.org/entity/Q2825463,38245,Adélaïde Dufrénoy,1765-12-03T00:00:00Z,1825-03-07T00:00:00Z
http://www.wikidata.org/entity/Q2850611,4724,Anna Swanwick,1813-06-22T00:00:00Z,1899-11-02T00:00:00Z
http://www.wikidata.org/entity/Q2850904,37376,Anne-Marie de Beaufort d'Hautpoul,1763-05-09T00:00:00Z,1837-10-20T00:00:00Z
http://www.wikidata.org/entity/Q2980553,6198,Antoinette Henriette Clémence Robert,1797-12-06T00:00:00Z,1872-12-01T00:00:00Z
http://www.wikidata.org/entity/Q3442397,33571,Rose O'Neill,1874-06-25T00:00:00Z,1944-04-06T00:00:00Z
http://www.wikidata.org/entity/Q5338634,42826,Edith O'Shaughnessy,1870-01-01T00:00:00Z,1939-02-18T00:00:00Z
http://www.wikidata.org/entity/Q5338634,42826,Edith O'Shaughnessy,1876-01-31T00:00:00Z,1939-02-18T00:00:00Z
http://www.wikidata.org/entity/Q5628031,5313,Hélène Adeline Guerber,1859-01-01T00:00:00Z,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5664672,3299,Harriot Eaton Stanton Blatch,1856-01-20T00:00:00Z,1940-11-20T00:00:00Z
http://www.wikidata.org/entity/Q6077616,33608,Isabel Florence Hapgood,1851-11-21T00:00:00Z,1928-06-26T00:00:00Z
http://www.wikidata.org/entity/Q6306555,9579,Julia Maitland,1808-10-21T00:00:00Z,1864-01-29T00:00:00Z
http://www.wikidata.org/entity/Q6376175,35488,Katharine Elizabeth Fullerton Gerould,1879-02-06T00:00:00Z,1944-07-27T00:00:00Z
http://www.wikidata.org/entity/Q6968271,53124,Natalie de Bogory,1887-01-01T00:00:00Z,1939-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7161153,39831,Q7161153,1906-04-11T00:00:00Z,1966-12-09T00:00:00Z
http://www.wikidata.org/entity/Q7367090,6112,Rosa Mulholland,1841-01-01T00:00:00Z,1921-04-21T00:00:00Z
http://www.wikidata.org/entity/Q7367090,6112,Rosa Mulholland,1841-03-19T00:00:00Z,1921-04-21T00:00:00Z
http://www.wikidata.org/entity/Q11857865,33170,Emmi Haapanen,1866-09-27T00:00:00Z,1947-02-18T00:00:00Z
http://www.wikidata.org/entity/Q11891924,56250,Saima Grönstrand,1863-06-05T00:00:00Z,1931-08-22T00:00:00Z
http://www.wikidata.org/entity/Q15945484,4644,Elizabeth Wheeler Andrew,1845-01-01T00:00:00Z,1917-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15982581,2536,Gulielma Zollinger,1856-01-01T00:00:00Z,1917-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16914859,26044,Robina Forrester Hardy,1835-01-01T00:00:00Z,1891-08-12T00:00:00Z
http://www.wikidata.org/entity/Q18910588,4317,Judith Cohen,1784-01-01T00:00:00Z,1862-10-01T00:00:00Z
http://www.wikidata.org/entity/Q18911176,35238,Jean Starr Untermeyer,1886-01-01T00:00:00Z,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q19520725,1978,Margaret Allen,1948-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19833373,36528,Cornelia Atwood Pratt Comer,1865-03-26T00:00:00Z,1929-12-29T00:00:00Z
http://www.wikidata.org/entity/Q21552616,26538,Elizabeth Wooster Stuart Phelps,1815-08-13T00:00:00Z,1852-11-29T00:00:00Z
http://www.wikidata.org/entity/Q23498221,6778,Blanche Ostertag,1872-08-27T00:00:00Z,1915-11-13T00:00:00Z
http://www.wikidata.org/entity/Q24455622,37328,Elizabeth Pinchard,1791-01-01T00:00:00Z,1820-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28772995,39286,Madeleine Zabriskie Doty,1877-08-24T00:00:00Z,1963-10-15T00:00:00Z
http://www.wikidata.org/entity/Q40749813,54152,Beth Krush,1918-03-31T00:00:00Z,2009-02-02T00:00:00Z
http://www.wikidata.org/entity/Q45293597,8997,Zamin Ki Dost,1866-01-01T00:00:00Z,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52155552,44084,Elizabeth A. Sharp,1856-01-01T00:00:00Z,1932-09-07T00:00:00Z
http://www.wikidata.org/entity/Q52156133,3107,Jennie Hall,1875-01-01T00:00:00Z,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52156133,3107,Jennie Hall,1875-07-01T00:00:00Z,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52156133,3107,Jennie Hall,1875-01-01T00:00:00Z,1921-12-06T00:00:00Z
http://www.wikidata.org/entity/Q52156133,3107,Jennie Hall,1875-07-01T00:00:00Z,1921-12-06T00:00:00Z
http://www.wikidata.org/entity/Q55037230,55305,Stéphanie Félicité Ducrest de Saint-Aubin de Genlis,1746-01-25T00:00:00Z,1830-12-31T00:00:00Z
http://www.wikidata.org/entity/Q55594590,5938,Joan Conquest,1883-01-01T00:00:00Z,1941-10-23T00:00:00Z
http://www.wikidata.org/entity/Q58071391,44061,Esther Pissarro,1870-08-12T00:00:00Z,1951-11-20T00:00:00Z
http://www.wikidata.org/entity/Q59529460,52411,Theodora Bosanquet,1880-10-03T00:00:00Z,1961-06-01T00:00:00Z
http://www.wikidata.org/entity/Q62598922,45161,Q62598922,1876-01-01T00:00:00Z,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q63637274,25356,Luise Flachs-Fokschaneanu,1863-12-17T00:00:00Z,1934-04-05T00:00:00Z
http://www.wikidata.org/entity/Q64685806,56259,Annette Lyster,1831-01-01T00:00:00Z,1908-03-18T00:00:00Z
http://www.wikidata.org/entity/Q65555180,56276,Frances Campbell Sparhawk,1847-07-28T00:00:00Z,1930-01-09T00:00:00Z
http://www.wikidata.org/entity/Q66836648,34449,Eva Wilder Brodhead,1870-01-01T00:00:00Z,1915-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75911870,8351,Mary Augusta Strachey,1838-06-21T00:00:00Z,1914-02-02T00:00:00Z
http://www.wikidata.org/entity/Q94653430,32246,Elizabeth H. Jocelyn Cleaveland,1824-12-30T00:00:00Z,1911-01-19T00:00:00Z
http://www.wikidata.org/entity/Q98554477,31472,Q98554477,1843-01-01T00:00:00Z,1910-01-01T00:00:00Z
http://www.wikidata.org/entity/Q108366163,43287,Alice Beard,1869-12-08T00:00:00Z,1949-05-13T00:00:00Z
http://www.wikidata.org/entity/Q110938889,1299,Georgina Pell Curtis,1859-02-19T00:00:00Z,1922-04-25T00:00:00Z
http://www.wikidata.org/entity/Q113519177,2206,Helen Mar Johnson,1834-01-01T00:00:00Z,1863-01-01T00:00:00Z
http://www.wikidata.org/entity/Q120836051,49145,Gwendolen Overton,1876-02-19T00:00:00Z,1958-10-15T00:00:00Z
http://www.wikidata.org/entity/Q120836070,41720,Clarice E. Richards,,
http://www.wikidata.org/entity/Q5656,38039,Héloïse d’Argenteuil,1101-01-01T00:00:00Z,1164-05-22T00:00:00Z
http://www.wikidata.org/entity/Q79131,52787,Alma Karlin,1889-10-12T00:00:00Z,1950-01-14T00:00:00Z
http://www.wikidata.org/entity/Q88296,44534,Ina Seidel,1885-09-15T00:00:00Z,1974-10-02T00:00:00Z
http://www.wikidata.org/entity/Q115184,44333,Friderike Maria Zweig,1882-12-04T00:00:00Z,1971-01-18T00:00:00Z
http://www.wikidata.org/entity/Q165824,35038,Johanna Kinkel,1810-07-08T00:00:00Z,1858-11-15T00:00:00Z
http://www.wikidata.org/entity/Q188965,46627,Madame de Pompadour,1721-12-29T00:00:00Z,1764-04-15T00:00:00Z
http://www.wikidata.org/entity/Q195013,50275,"Nancy Astor, Viscountess Astor",1879-05-19T00:00:00Z,1964-05-02T00:00:00Z
http://www.wikidata.org/entity/Q234244,2847,Anna Leonowens,1831-11-06T00:00:00Z,1915-01-19T00:00:00Z
http://www.wikidata.org/entity/Q234521,45989,Jane Frances de Chantal,1572-02-07T00:00:00Z,1641-12-13T00:00:00Z
http://www.wikidata.org/entity/Q237045,4624,Ninon de Lenclos,1620-11-10T00:00:00Z,1705-10-17T00:00:00Z
http://www.wikidata.org/entity/Q240174,9367,Eliza Orzeszkowa,1841-06-06T00:00:00Z,1910-05-18T00:00:00Z
http://www.wikidata.org/entity/Q274254,4865,Eileen Power,1889-01-09T00:00:00Z,1940-08-08T00:00:00Z
http://www.wikidata.org/entity/Q436480,53147,Alma Söderhjelm,1870-05-10T00:00:00Z,1949-03-16T00:00:00Z
http://www.wikidata.org/entity/Q442902,41281,Charlotte Turner Smith,1749-05-04T00:00:00Z,1806-10-28T00:00:00Z
http://www.wikidata.org/entity/Q450197,50916,Frances Willard,1839-09-28T00:00:00Z,1898-02-17T00:00:00Z
http://www.wikidata.org/entity/Q462270,56599,Sylvia Townsend Warner,1893-12-06T00:00:00Z,1978-05-01T00:00:00Z
http://www.wikidata.org/entity/Q3194024,46552,Katherine Bitting,1869-04-29T00:00:00Z,1937-10-15T00:00:00Z
http://www.wikidata.org/entity/Q3296259,36204,Mary White Ovington,1865-04-11T00:00:00Z,1951-07-15T00:00:00Z
http://www.wikidata.org/entity/Q3387516,53221,Pierre de Coulevain,1853-04-09T00:00:00Z,1927-03-16T00:00:00Z
http://www.wikidata.org/entity/Q3751269,4058,Concha Espina,1869-04-15T00:00:00Z,1955-05-19T00:00:00Z
http://www.wikidata.org/entity/Q4355927,44888,Hedvig Raa-Winterhjelm,1838-11-20T00:00:00Z,1907-03-07T00:00:00Z
http://www.wikidata.org/entity/Q4495104,44031,Eleanor Hull,1860-01-15T00:00:00Z,1935-01-13T00:00:00Z
http://www.wikidata.org/entity/Q4681881,4218,Adele Garrison,1873-01-01T00:00:00Z,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4726018,2836,Alice Morse Earle,1851-04-27T00:00:00Z,1911-02-16T00:00:00Z
http://www.wikidata.org/entity/Q4726110,37310,Alice Stopford Green,1847-05-30T00:00:00Z,1929-05-28T00:00:00Z
http://www.wikidata.org/entity/Q4947472,55760,Emily Faithfull,1835-05-27T00:00:00Z,1895-05-31T00:00:00Z
http://www.wikidata.org/entity/Q4983493,44863,Clara Tschudi,1856-09-09T00:00:00Z,1945-11-10T00:00:00Z
http://www.wikidata.org/entity/Q5026579,4470,Camilla Kenyon,1876-05-15T00:00:00Z,1957-09-25T00:00:00Z
http://www.wikidata.org/entity/Q5163511,38783,Constance Cary Harrison,1843-04-25T00:00:00Z,1920-11-21T00:00:00Z
http://www.wikidata.org/entity/Q5163540,40683,Constance Holme,1880-10-07T00:00:00Z,1955-06-17T00:00:00Z
http://www.wikidata.org/entity/Q5362483,36285,Elizabeth Brown Pryor,1951-03-15T00:00:00Z,2015-04-13T00:00:00Z
http://www.wikidata.org/entity/Q5362664,39564,Elizabeth Daryush,1887-12-08T00:00:00Z,1977-04-07T00:00:00Z
http://www.wikidata.org/entity/Q5365293,6446,Ellice Hopkins,1836-10-30T00:00:00Z,1904-08-21T00:00:00Z
http://www.wikidata.org/entity/Q5403117,38776,Ethel Franklin Betts,1877-09-06T00:00:00Z,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5403117,38776,Ethel Franklin Betts,1878-01-01T00:00:00Z,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5403117,38776,Ethel Franklin Betts,1877-09-06T00:00:00Z,1959-10-09T00:00:00Z
http://www.wikidata.org/entity/Q5403117,38776,Ethel Franklin Betts,1878-01-01T00:00:00Z,1959-10-09T00:00:00Z
http://www.wikidata.org/entity/Q5475831,51943,Wilhelmiina Arpiainen,1859-11-06T00:00:00Z,1922-02-13T00:00:00Z
http://www.wikidata.org/entity/Q5479059,44549,Francesca Alexander,1837-02-27T00:00:00Z,1917-01-21T00:00:00Z
http://www.wikidata.org/entity/Q5542039,25889,George Madden Martin,1866-05-03T00:00:00Z,1946-11-30T00:00:00Z
http://www.wikidata.org/entity/Q5703123,51345,Helen Sewell,1896-06-27T00:00:00Z,1957-02-24T00:00:00Z
http://www.wikidata.org/entity/Q5818554,44266,Edith Schwartz Clements,1874-10-05T00:00:00Z,1971-06-30T00:00:00Z
http://www.wikidata.org/entity/Q6099875,2528,Ivy Kellerman Reed,1877-07-08T00:00:00Z,1968-02-07T00:00:00Z
http://www.wikidata.org/entity/Q6102108,5803,Izola Forrester,1878-11-15T00:00:00Z,1944-03-06T00:00:00Z
http://www.wikidata.org/entity/Q6102108,5803,Izola Forrester,1878-11-15T00:00:00Z,1944-03-09T00:00:00Z
http://www.wikidata.org/entity/Q6148787,53839,Toni Schwabe,1877-03-31T00:00:00Z,1951-10-17T00:00:00Z
http://www.wikidata.org/entity/Q6698204,35568,Lucy Bethia Walford,1845-04-17T00:00:00Z,1915-05-11T00:00:00Z
http://www.wikidata.org/entity/Q6698278,39341,Lucy Donnelly,1870-09-18T00:00:00Z,1948-08-03T00:00:00Z
http://www.wikidata.org/entity/Q6759748,25240,Margaret Moyes Black,1853-04-27T00:00:00Z,1935-10-16T00:00:00Z
http://www.wikidata.org/entity/Q6759986,39979,Margaret Veley,1843-05-12T00:00:00Z,1887-12-07T00:00:00Z
http://www.wikidata.org/entity/Q6990236,39068,Nelly Erichsen,1862-12-09T00:00:00Z,1918-11-15T00:00:00Z
http://www.wikidata.org/entity/Q7154976,34604,Pauline Ashwell,1928-01-01T00:00:00Z,2015-11-23T00:00:00Z
http://www.wikidata.org/entity/Q7647558,25848,Susan Beatrice Pearse,1878-01-19T00:00:00Z,1980-11-15T00:00:00Z
http://www.wikidata.org/entity/Q7647785,4487,Susan Edmonstone Ferrier,1782-09-07T00:00:00Z,1854-11-05T00:00:00Z
http://www.wikidata.org/entity/Q9287278,56024,Hélène Massalska,1763-02-09T00:00:00Z,1815-10-15T00:00:00Z
http://www.wikidata.org/entity/Q9287278,56024,Hélène Massalska,1763-02-09T00:00:00Z,1815-10-30T00:00:00Z
http://www.wikidata.org/entity/Q11859126,53947,Eva Hirn,1877-10-10T00:00:00Z,1948-10-09T00:00:00Z
http://www.wikidata.org/entity/Q15977764,37767,Henrietta Anne Heathorn Huxley,1825-07-01T00:00:00Z,1914-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15998478,5348,Katharine Blunt,1876-05-28T00:00:00Z,1954-07-29T00:00:00Z
http://www.wikidata.org/entity/Q16030553,2384,Lucy Baxter,1837-01-21T00:00:00Z,1902-11-10T00:00:00Z
http://www.wikidata.org/entity/Q16031084,36567,Margaret G. Hays,1874-07-03T00:00:00Z,1925-09-13T00:00:00Z
http://www.wikidata.org/entity/Q16943780,42984,Anna Maria Wilberforce,1849-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16971953,32190,Lorinda Munson Bryant,1855-03-21T00:00:00Z,1933-12-13T00:00:00Z
http://www.wikidata.org/entity/Q17141604,53436,Anna Harriett Drury,1824-01-01T00:00:00Z,1912-05-29T00:00:00Z
http://www.wikidata.org/entity/Q17383984,38032,Kate Stephens,1853-02-27T00:00:00Z,1938-05-10T00:00:00Z
http://www.wikidata.org/entity/Q17421725,45261,Rachel Baker Gale,1858-03-01T00:00:00Z,1923-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18115608,51973,Henriette Mirabaud-Thorens,1881-01-17T00:00:00Z,1943-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18559675,37826,Adelaide Manning,1828-01-01T00:00:00Z,1905-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18910296,43959,Edith A. Browne,1874-01-01T00:00:00Z,1963-03-15T00:00:00Z
http://www.wikidata.org/entity/Q19144479,57817,Brigitte Augusti,1839-02-01T00:00:00Z,1930-04-14T00:00:00Z
http://www.wikidata.org/entity/Q19665055,40784,Rebecca Lane Hooper Eastman,1877-03-23T00:00:00Z,1937-06-10T00:00:00Z
http://www.wikidata.org/entity/Q21522660,39696,Mary Elizabeth Parsons,1859-08-01T00:00:00Z,1947-12-21T00:00:00Z
http://www.wikidata.org/entity/Q21523249,32011,Sarah Frances Price,1849-01-01T00:00:00Z,1903-07-03T00:00:00Z
http://www.wikidata.org/entity/Q21546581,42586,Marion Morrison,,
http://www.wikidata.org/entity/Q21552479,31384,Claude A. Labelle,,
http://www.wikidata.org/entity/Q21607334,35933,Julia Ellen Rogers,1866-01-21T00:00:00Z,1958-05-20T00:00:00Z
http://www.wikidata.org/entity/Q23009834,32729,Diane Dillon,1933-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q23715038,5637,Charlotte Porter,1857-01-06T00:00:00Z,1942-01-16T00:00:00Z
http://www.wikidata.org/entity/Q23715038,5637,Charlotte Porter,1859-01-01T00:00:00Z,1942-01-16T00:00:00Z
http://www.wikidata.org/entity/Q24074222,7647,Virginia Mulazzi,1851-01-01T00:00:00Z,1926-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24205089,33636,F. Burge Griswold,1826-04-28T00:00:00Z,1900-11-11T00:00:00Z
