a,pg,aLabel,born,died
http://www.wikidata.org/entity/Q4767611,7782,Anna Whelan Betts,1875-05-15T00:00:00Z,1959-02-06T00:00:00Z
http://www.wikidata.org/entity/Q4769441,4354,Annie Trumbull Slosson,1838-05-18T00:00:00Z,1926-10-04T00:00:00Z
http://www.wikidata.org/entity/Q4863450,8859,Barrett Willoughby,1886-01-01T00:00:00Z,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5045486,1060,Carolyn Wells,1862-06-18T00:00:00Z,1942-03-26T00:00:00Z
http://www.wikidata.org/entity/Q5125984,4195,Clara Erskine Clement,1834-08-28T00:00:00Z,1916-02-29T00:00:00Z
http://www.wikidata.org/entity/Q5362922,36613,Elizabeth Harrison,1849-09-01T00:00:00Z,1927-10-31T00:00:00Z
http://www.wikidata.org/entity/Q5363121,726,L. Adams Beck,1862-01-01T00:00:00Z,1931-01-03T00:00:00Z
http://www.wikidata.org/entity/Q5363300,38369,Elizabeth Packard,1816-12-28T00:00:00Z,1897-07-25T00:00:00Z
http://www.wikidata.org/entity/Q5478814,1901,Frances Little,1863-11-22T00:00:00Z,1941-01-06T00:00:00Z
http://www.wikidata.org/entity/Q6187617,540,Jessie Belle Rittenhouse,1869-12-08T00:00:00Z,1948-09-28T00:00:00Z
http://www.wikidata.org/entity/Q6376862,1247,Kathleen Norris,1880-07-16T00:00:00Z,1966-01-18T00:00:00Z
http://www.wikidata.org/entity/Q6579597,6175,Betty Elfving,1837-01-01T00:00:00Z,1923-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6761633,1284,Maria Thompson Daviess,1872-11-25T00:00:00Z,1924-09-03T00:00:00Z
http://www.wikidata.org/entity/Q6779595,38427,Mary Frere,1845-08-11T00:00:00Z,1911-03-02T00:00:00Z
http://www.wikidata.org/entity/Q6779665,1371,Mary Grant Bruce,1878-05-24T00:00:00Z,1958-07-02T00:00:00Z
http://www.wikidata.org/entity/Q6779697,2703,Mary Hallock Foote,1847-11-09T00:00:00Z,1938-06-25T00:00:00Z
http://www.wikidata.org/entity/Q6779731,2247,Mary Hartwell Catherwood,1847-12-16T00:00:00Z,1902-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7382928,9175,Ruth Comfort Mitchell,1882-01-01T00:00:00Z,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7422495,4216,Q7422495,1841-09-15T00:00:00Z,1916-02-21T00:00:00Z
http://www.wikidata.org/entity/Q11896810,6159,Tekla Roschier,1870-01-01T00:00:00Z,1928-11-22T00:00:00Z
http://www.wikidata.org/entity/Q15983975,1208,Elizabeth Rebecca Ward,1880-01-01T00:00:00Z,1978-04-16T00:00:00Z
http://www.wikidata.org/entity/Q15996235,41214,Byrd Spilman Dewey,1856-02-16T00:00:00Z,1942-04-01T00:00:00Z
http://www.wikidata.org/entity/Q16028173,711,Natalie Sumner Lincoln,1881-10-04T00:00:00Z,1935-08-31T00:00:00Z
http://www.wikidata.org/entity/Q16029150,25641,Lizzie Allen Harker,1863-01-01T00:00:00Z,1933-04-14T00:00:00Z
http://www.wikidata.org/entity/Q18528650,303,Ellen Craft,1826-01-01T00:00:00Z,1891-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18910718,943,Katharine Berry Judson,1871-05-26T00:00:00Z,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18910938,722,Emma Wolf,1865-06-15T00:00:00Z,1932-08-30T00:00:00Z
http://www.wikidata.org/entity/Q18912269,3742,Theodora R. Jenness,1847-01-01T00:00:00Z,1935-03-30T00:00:00Z
http://www.wikidata.org/entity/Q19974528,1684,Mary Stewart Doubleday Cutting,1851-01-01T00:00:00Z,1924-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20821019,52852,Q20821019,1708-05-30T00:00:00Z,1741-07-16T00:00:00Z
http://www.wikidata.org/entity/Q21288866,4255,Frances Wilson Huard,1885-10-02T00:00:00Z,1969-02-01T00:00:00Z
http://www.wikidata.org/entity/Q21552491,9683,Cornelia Mee,1815-01-01T00:00:00Z,1875-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21600452,34199,Kate Percival,,
http://www.wikidata.org/entity/Q24284648,5902,Hannah Barnett-Trager,1870-01-01T00:00:00Z,1943-09-01T00:00:00Z
http://www.wikidata.org/entity/Q28801936,50459,Lili Réthi,1894-11-19T00:00:00Z,1969-11-01T00:00:00Z
http://www.wikidata.org/entity/Q30028068,3960,Nancy Huston Banks,1850-01-01T00:00:00Z,1934-04-06T00:00:00Z
http://www.wikidata.org/entity/Q43878362,39148,Elizabeth Sarah Kite,1864-12-04T00:00:00Z,1954-01-06T00:00:00Z
http://www.wikidata.org/entity/Q47537550,42041,Frances Mary Peard,1835-01-01T00:00:00Z,1923-10-05T00:00:00Z
http://www.wikidata.org/entity/Q47537550,42041,Frances Mary Peard,1843-05-25T00:00:00Z,1923-10-05T00:00:00Z
http://www.wikidata.org/entity/Q52156154,3585,Alice Bradley,1875-01-01T00:00:00Z,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55599194,7197,Mary E. Hanshew,1852-02-29T00:00:00Z,1927-12-22T00:00:00Z
http://www.wikidata.org/entity/Q86436424,43445,Georgina Norway,1833-12-02T00:00:00Z,1915-03-03T00:00:00Z
http://www.wikidata.org/entity/Q90185099,3680,Sara Davis Jenkins,,
http://www.wikidata.org/entity/Q106916526,37385,Emily Mary Waller,1865-08-02T00:00:00Z,1949-11-14T00:00:00Z
http://www.wikidata.org/entity/Q110285432,31880,Sophie Miriam Swett,1858-01-01T00:00:00Z,1912-11-10T00:00:00Z
http://www.wikidata.org/entity/Q117464912,45716,Crona Temple,1846-11-15T00:00:00Z,1916-01-01T00:00:00Z
http://www.wikidata.org/entity/Q120801947,207,Nettie Garmer Barker,1882-07-20T00:00:00Z,1953-10-23T00:00:00Z
http://www.wikidata.org/entity/Q120835930,189,Marie L. McLaughlin,1842-12-08T00:00:00Z,1924-08-05T00:00:00Z
http://www.wikidata.org/entity/Q984,4051,Miles Franklin,1879-10-14T00:00:00Z,1954-09-19T00:00:00Z
http://www.wikidata.org/entity/Q9439,9035,Victoria,1819-05-24T00:00:00Z,1901-01-22T00:00:00Z
http://www.wikidata.org/entity/Q61440,3702,Johanna Schopenhauer,1766-07-09T00:00:00Z,1838-04-16T00:00:00Z
http://www.wikidata.org/entity/Q75922,31372,Berta Behrens,1848-09-07T00:00:00Z,1912-09-09T00:00:00Z
http://www.wikidata.org/entity/Q76117,830,Luise Mühlbach,1814-01-02T00:00:00Z,1873-09-26T00:00:00Z
http://www.wikidata.org/entity/Q80137,405,Emily Brontë,1818-07-30T00:00:00Z,1848-12-19T00:00:00Z
http://www.wikidata.org/entity/Q180989,602,Jane Addams,1860-09-06T00:00:00Z,1935-05-22T00:00:00Z
http://www.wikidata.org/entity/Q183007,4555,Betje Wolff,1738-07-24T00:00:00Z,1804-11-05T00:00:00Z
http://www.wikidata.org/entity/Q199228,38133,Sibylle Riquetti de Mirabeau,1849-08-15T00:00:00Z,1932-06-29T00:00:00Z
http://www.wikidata.org/entity/Q236795,262,Calamity Jane,1852-05-01T00:00:00Z,1903-08-01T00:00:00Z
http://www.wikidata.org/entity/Q238443,502,Ellen Key,1849-12-11T00:00:00Z,1926-04-25T00:00:00Z
http://www.wikidata.org/entity/Q254383,50789,Ivana Brlić-Mažuranić,1874-04-18T00:00:00Z,1938-09-21T00:00:00Z
http://www.wikidata.org/entity/Q270617,7572,Juliette Adam,1836-10-04T00:00:00Z,1936-08-23T00:00:00Z
http://www.wikidata.org/entity/Q272750,1936,Elizabeth Cabot Agassiz,1822-12-05T00:00:00Z,1907-06-27T00:00:00Z
http://www.wikidata.org/entity/Q276421,495,Mary Eleanor Wilkins Freeman,1852-10-31T00:00:00Z,1930-03-13T00:00:00Z
http://www.wikidata.org/entity/Q441515,4366,Hannah Webster Foster,1758-09-10T00:00:00Z,1840-04-17T00:00:00Z
http://www.wikidata.org/entity/Q442130,541,Anna Katharine Green,1846-11-11T00:00:00Z,1935-04-11T00:00:00Z
http://www.wikidata.org/entity/Q455349,2715,Catharine Parr Traill,1802-01-09T00:00:00Z,1899-08-29T00:00:00Z
http://www.wikidata.org/entity/Q455571,939,Mary Russell Mitford,1787-12-16T00:00:00Z,1855-01-10T00:00:00Z
http://www.wikidata.org/entity/Q464470,31283,Li Qingzhao,1084-03-25T00:00:00Z,1155-05-26T00:00:00Z
http://www.wikidata.org/entity/Q466068,1196,Ethel Lilian Voynich,1864-05-11T00:00:00Z,1960-07-27T00:00:00Z
http://www.wikidata.org/entity/Q475067,7539,Anne Bacon,1528-01-01T00:00:00Z,1610-01-01T00:00:00Z
http://www.wikidata.org/entity/Q526994,38517,Mathilde Blind,1841-03-21T00:00:00Z,1896-11-26T00:00:00Z
http://www.wikidata.org/entity/Q567045,1237,Annie Sophie Cory,1868-10-01T00:00:00Z,1952-08-02T00:00:00Z
http://www.wikidata.org/entity/Q1287924,2313,Edith Maude Hull,1880-08-16T00:00:00Z,1947-02-11T00:00:00Z
http://www.wikidata.org/entity/Q1287924,2313,Edith Maude Hull,1880-08-16T00:00:00Z,1947-02-14T00:00:00Z
http://www.wikidata.org/entity/Q3066501,334,Fanny Stevenson,1840-03-10T00:00:00Z,1914-02-18T00:00:00Z
http://www.wikidata.org/entity/Q3155078,7839,Isabelle de Montolieu,1751-05-07T00:00:00Z,1832-12-29T00:00:00Z
http://www.wikidata.org/entity/Q3258772,1449,Lola Ridge,1873-12-12T00:00:00Z,1941-05-19T00:00:00Z
http://www.wikidata.org/entity/Q3491073,3188,Sophie de Renneville,1772-01-01T00:00:00Z,1822-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3496447,9908,Daisy Ashford,1881-04-07T00:00:00Z,1972-01-15T00:00:00Z
http://www.wikidata.org/entity/Q3496447,9908,Daisy Ashford,1881-04-07T00:00:00Z,1972-01-18T00:00:00Z
http://www.wikidata.org/entity/Q4725738,45898,Alice Barber Stephens,1858-07-01T00:00:00Z,1932-07-13T00:00:00Z
http://www.wikidata.org/entity/Q4725793,53507,Alice Corbin Henderson,1881-04-16T00:00:00Z,1949-07-18T00:00:00Z
http://www.wikidata.org/entity/Q4725862,1073,Alice French,1850-03-19T00:00:00Z,1934-01-09T00:00:00Z
http://www.wikidata.org/entity/Q4726060,38470,Alice Ravenhill,1859-01-01T00:00:00Z,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4739696,36849,Amanda McKittrick Ros,1860-12-08T00:00:00Z,1939-02-02T00:00:00Z
http://www.wikidata.org/entity/Q4749172,8406,Amy Ella Blanchard,1856-06-28T00:00:00Z,1926-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4918859,7895,Bithia Mary Croker,1847-05-28T00:00:00Z,1920-10-20T00:00:00Z
http://www.wikidata.org/entity/Q4950721,2223,Sarah Grand,1854-06-10T00:00:00Z,1943-05-12T00:00:00Z
http://www.wikidata.org/entity/Q4977786,1494,Evelyn Scott,1893-01-17T00:00:00Z,1963-08-03T00:00:00Z
http://www.wikidata.org/entity/Q5086063,878,Charlotte Mary Brame,1836-11-01T00:00:00Z,1884-11-25T00:00:00Z
http://www.wikidata.org/entity/Q5362163,1362,Eliza Lee Cabot Follen,1787-08-15T00:00:00Z,1860-01-26T00:00:00Z
http://www.wikidata.org/entity/Q5362164,2148,Eliza Leslie,1787-11-15T00:00:00Z,1858-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5363058,26847,Elizabeth Keckley,1818-02-01T00:00:00Z,1907-05-26T00:00:00Z
http://www.wikidata.org/entity/Q5364757,38787,Ellen Bernard Thompson Pyle,1876-11-11T00:00:00Z,1936-08-01T00:00:00Z
http://www.wikidata.org/entity/Q5460589,877,Florence Converse,1871-04-30T00:00:00Z,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5478824,2209,Frances M. A. Roe,1846-08-22T00:00:00Z,1920-05-06T00:00:00Z
http://www.wikidata.org/entity/Q6028696,1169,Inez Haynes Irwin,1873-03-02T00:00:00Z,1970-09-30T00:00:00Z
http://www.wikidata.org/entity/Q6075698,38017,Isa Bowman,1874-09-02T00:00:00Z,1958-09-29T00:00:00Z
http://www.wikidata.org/entity/Q6153500,4882,Janet McKenzie Hill,1852-01-01T00:00:00Z,1933-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6288403,1578,Josephine Lawrence,1889-01-01T00:00:00Z,1978-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6307756,1803,Juliana Horatia Ewing,1841-08-03T00:00:00Z,1885-05-13T00:00:00Z
http://www.wikidata.org/entity/Q6372484,6894,Karle Wilson Baker,1878-10-13T00:00:00Z,1960-11-08T00:00:00Z
http://www.wikidata.org/entity/Q6737008,8198,Maisie Ward,1889-01-04T00:00:00Z,1975-01-28T00:00:00Z
http://www.wikidata.org/entity/Q6763071,26670,Marie Webster,1859-07-19T00:00:00Z,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6778935,1905,Mary Anne Barker,1831-01-29T00:00:00Z,1911-03-06T00:00:00Z
http://www.wikidata.org/entity/Q6778935,1905,Mary Anne Barker,1831-05-29T00:00:00Z,1911-03-06T00:00:00Z
http://www.wikidata.org/entity/Q6778935,1905,Mary Anne Barker,1831-01-29T00:00:00Z,1911-03-07T00:00:00Z
http://www.wikidata.org/entity/Q6778935,1905,Mary Anne Barker,1831-05-29T00:00:00Z,1911-03-07T00:00:00Z
http://www.wikidata.org/entity/Q6780420,1759,Mary Noailles Murfree,1850-01-24T00:00:00Z,1922-07-31T00:00:00Z
http://www.wikidata.org/entity/Q6780894,1818,Marion Harland,1830-12-21T00:00:00Z,1922-06-02T00:00:00Z
http://www.wikidata.org/entity/Q6780894,1818,Marion Harland,1830-12-21T00:00:00Z,1922-06-03T00:00:00Z
http://www.wikidata.org/entity/Q6780960,57710,Mary Wilhelmine Williams,1878-05-14T00:00:00Z,1944-03-10T00:00:00Z
http://www.wikidata.org/entity/Q6792230,39593,Maud Howe Elliott,1854-11-09T00:00:00Z,1948-03-19T00:00:00Z
http://www.wikidata.org/entity/Q7421664,2057,Sara Jane Lippincott,1823-09-23T00:00:00Z,1904-04-20T00:00:00Z
http://www.wikidata.org/entity/Q7827414,7986,Toru Dutt,1856-03-04T00:00:00Z,1877-08-30T00:00:00Z
http://www.wikidata.org/entity/Q11880541,44890,Maija Halonen,1873-01-01T00:00:00Z,1944-11-30T00:00:00Z
http://www.wikidata.org/entity/Q11880878,6466,Maria Furuhjelm,1846-01-26T00:00:00Z,1916-03-19T00:00:00Z
http://www.wikidata.org/entity/Q13562982,4264,Rheta Childe Dorr,1866-11-02T00:00:00Z,1948-08-08T00:00:00Z
http://www.wikidata.org/entity/Q15429670,37037,Margaret Ely Webb,1877-01-01T00:00:00Z,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15429884,5954,Mary Elizabeth Hawker,1848-01-28T00:00:00Z,1908-06-16T00:00:00Z
http://www.wikidata.org/entity/Q15929452,1581,Harriet A. Adams,1845-01-01T00:00:00Z,1885-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16030336,7128,Harriet Parr,1828-01-31T00:00:00Z,1900-02-18T00:00:00Z
http://www.wikidata.org/entity/Q16343094,9204,Catherine Gasquoine Hartley,1860-01-01T00:00:00Z,1928-06-07T00:00:00Z
http://www.wikidata.org/entity/Q16343094,9204,Catherine Gasquoine Hartley,1860-01-01T00:00:00Z,1928-06-09T00:00:00Z
http://www.wikidata.org/entity/Q16916473,43338,Adèle Hommaire de Hell,1810-04-01T00:00:00Z,1883-05-16T00:00:00Z
http://www.wikidata.org/entity/Q18209222,9797,Ethel Colburn Mayne,1865-01-07T00:00:00Z,1941-04-30T00:00:00Z
http://www.wikidata.org/entity/Q18821886,39628,Susanna Beever,1805-11-17T00:00:00Z,1893-10-29T00:00:00Z
http://www.wikidata.org/entity/Q18910298,4248,Edith Morley,1875-09-13T00:00:00Z,1964-01-18T00:00:00Z
http://www.wikidata.org/entity/Q18911895,3088,Mary Frances Sandars,1864-01-01T00:00:00Z,1934-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18912296,7564,Ina Ten Eyck Firkins,1866-01-01T00:00:00Z,1937-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18912495,45454,Eliza Fanny Pollard,1840-01-01T00:00:00Z,1911-01-01T00:00:00Z
http://www.wikidata.org/entity/Q19423872,55708,Margaret Crittendon Douglass,1822-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19606547,8649,Anne Austin,1895-09-13T00:00:00Z,1975-02-06T00:00:00Z
http://www.wikidata.org/entity/Q19897825,7835,Florence Morse Kingsley,1859-07-14T00:00:00Z,1937-11-07T00:00:00Z
http://www.wikidata.org/entity/Q21546575,25162,Lucy Leavenworth Wilder Morris,1865-01-01T00:00:00Z,1935-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21552404,4209,Agnes E. Ryan,1878-01-01T00:00:00Z,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29046706,3471,Marie Metz-Koning,1864-03-12T00:00:00Z,1926-10-27T00:00:00Z
http://www.wikidata.org/entity/Q29633762,26667,Ada Langworthy Collier,1843-12-23T00:00:00Z,1919-08-06T00:00:00Z
http://www.wikidata.org/entity/Q29640692,9513,Maria Louise Kirk,1860-02-25T00:00:00Z,1938-06-21T00:00:00Z
http://www.wikidata.org/entity/Q42612294,6378,Q42612294,1874-05-13T00:00:00Z,1941-05-30T00:00:00Z
http://www.wikidata.org/entity/Q47993548,2500,Katharine Newlin Burt,1882-01-01T00:00:00Z,1977-06-22T00:00:00Z
http://www.wikidata.org/entity/Q52155909,25389,Emma Speed Sampson,1868-01-01T00:00:00Z,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52156493,28332,Q52156493,1884-07-21T00:00:00Z,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52555100,3736,Amy Le Feuvre,1861-01-01T00:00:00Z,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55618965,8392,Q55618965,1858-07-18T00:00:00Z,1925-04-05T00:00:00Z
http://www.wikidata.org/entity/Q56266844,4141,Charlotte B. Herr,1875-06-22T00:00:00Z,1963-03-23T00:00:00Z
http://www.wikidata.org/entity/Q63348209,38400,Sophia Kelly,1815-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q63637235,48517,Marie ten Brink,1850-01-01T00:00:00Z,1900-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6050,25065,Anna de Noailles,1876-11-15T00:00:00Z,1933-04-30T00:00:00Z
http://www.wikidata.org/entity/Q220845,1328,Margaret of Valois,1553-05-24T00:00:00Z,1615-03-27T00:00:00Z
http://www.wikidata.org/entity/Q235368,200,Eleanor H. Porter,1868-12-19T00:00:00Z,1920-05-21T00:00:00Z
http://www.wikidata.org/entity/Q235525,1894,Mary Kingsley,1862-10-13T00:00:00Z,1900-06-03T00:00:00Z
http://www.wikidata.org/entity/Q236669,6499,Rebecca West,1892-12-21T00:00:00Z,1983-03-15T00:00:00Z
http://www.wikidata.org/entity/Q237090,249,Madame de Lafayette,1634-03-18T00:00:00Z,1693-05-25T00:00:00Z
http://www.wikidata.org/entity/Q238140,99,Jean Webster,1876-07-24T00:00:00Z,1916-06-11T00:00:00Z
http://www.wikidata.org/entity/Q257911,227,Phillis Wheatley,1753-01-01T00:00:00Z,1784-12-05T00:00:00Z
http://www.wikidata.org/entity/Q258741,154,Anna Sewell,1820-03-20T00:00:00Z,1878-04-25T00:00:00Z
http://www.wikidata.org/entity/Q258741,154,Anna Sewell,1820-03-30T00:00:00Z,1878-04-25T00:00:00Z
http://www.wikidata.org/entity/Q271405,3434,Claudia Muzio,1889-02-07T00:00:00Z,1936-05-24T00:00:00Z
http://www.wikidata.org/entity/Q287665,3324,Isabella Beeton,1836-03-12T00:00:00Z,1865-02-06T00:00:00Z
http://www.wikidata.org/entity/Q291322,906,Hester Thrale,1741-01-16T00:00:00Z,1821-05-02T00:00:00Z
http://www.wikidata.org/entity/Q291322,906,Hester Thrale,1741-01-27T00:00:00Z,1821-05-02T00:00:00Z
http://www.wikidata.org/entity/Q433131,9063,Luisa Tetrazzini,1871-06-29T00:00:00Z,1940-04-28T00:00:00Z
http://www.wikidata.org/entity/Q450832,6695,Emilie Flygare-Carlén,1807-08-08T00:00:00Z,1892-02-05T00:00:00Z
http://www.wikidata.org/entity/Q462363,1030,Helen Hunt Jackson,1830-10-15T00:00:00Z,1885-08-12T00:00:00Z
http://www.wikidata.org/entity/Q466175,1829,Q466175,1846-09-16T00:00:00Z,1888-02-22T00:00:00Z
http://www.wikidata.org/entity/Q931103,6901,Susanna Centlivre,1667-01-01T00:00:00Z,1723-12-01T00:00:00Z
http://www.wikidata.org/entity/Q937246,7648,Mary Prince,1788-10-01T00:00:00Z,1833-01-01T00:00:00Z
http://www.wikidata.org/entity/Q951052,3289,Elizabeth Towne,1865-05-11T00:00:00Z,1960-06-01T00:00:00Z
http://www.wikidata.org/entity/Q963703,25634,Mary Seacole,1805-01-01T00:00:00Z,1881-05-14T00:00:00Z
http://www.wikidata.org/entity/Q1654365,50588,Marie von Bunsen,1860-01-17T00:00:00Z,1941-06-28T00:00:00Z
http://www.wikidata.org/entity/Q1895816,51228,Maria Eichhorn-Dolorosa,1879-11-11T00:00:00Z,1930-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2080961,448,Margaret Mayo,1882-11-19T00:00:00Z,1951-02-25T00:00:00Z
http://www.wikidata.org/entity/Q2331155,264,Dinah Craik,1826-04-20T00:00:00Z,1887-10-12T00:00:00Z
http://www.wikidata.org/entity/Q2415217,963,Margaret Oliphant,1828-04-04T00:00:00Z,1897-06-25T00:00:00Z
http://www.wikidata.org/entity/Q2420050,34884,Marguerite Georges,1787-02-23T00:00:00Z,1867-01-11T00:00:00Z
http://www.wikidata.org/entity/Q2490319,53392,Cécile de Jong van Beek en Donk,1866-05-19T00:00:00Z,1944-06-15T00:00:00Z
http://www.wikidata.org/entity/Q2890486,186,Rebecca Harding Davis,1831-06-24T00:00:00Z,1910-09-29T00:00:00Z
http://www.wikidata.org/entity/Q3376165,301,Harriet E. Wilson,1825-03-15T00:00:00Z,1900-06-28T00:00:00Z
http://www.wikidata.org/entity/Q3611679,354,Alice Dunbar Nelson,1875-07-19T00:00:00Z,1935-09-18T00:00:00Z
http://www.wikidata.org/entity/Q3950343,37545,Sarah Norcliffe Cleghorn,1876-02-04T00:00:00Z,1959-04-04T00:00:00Z
http://www.wikidata.org/entity/Q4418695,9342,Lydia Sigourney,1791-09-01T00:00:00Z,1865-06-10T00:00:00Z
http://www.wikidata.org/entity/Q4726025,3796,Alice Muriel Williamson,1869-01-01T00:00:00Z,1933-09-24T00:00:00Z
http://www.wikidata.org/entity/Q4731836,8234,Allen Raine,1836-10-06T00:00:00Z,1908-06-21T00:00:00Z
http://www.wikidata.org/entity/Q4742234,9358,Amelia Clotilda Jennings,,1895-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4896381,9311,Caroline Lee Hentz,1800-06-01T00:00:00Z,1856-02-11T00:00:00Z
http://www.wikidata.org/entity/Q4944529,3564,Ethel M. Dell,1881-08-02T00:00:00Z,1939-09-17T00:00:00Z
http://www.wikidata.org/entity/Q4944529,3564,Ethel M. Dell,1881-08-02T00:00:00Z,1939-09-19T00:00:00Z
http://www.wikidata.org/entity/Q4952387,53831,Thekla Hammar,1872-01-16T00:00:00Z,1953-06-09T00:00:00Z
http://www.wikidata.org/entity/Q4965144,26117,Mathilda Malling,1864-01-20T00:00:00Z,1942-03-21T00:00:00Z
http://www.wikidata.org/entity/Q5126004,6406,Clara Jessup Moore,1824-01-01T00:00:00Z,1899-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5416441,34581,Evelyn Sharp,1869-08-04T00:00:00Z,1955-06-17T00:00:00Z
http://www.wikidata.org/entity/Q5478699,345,Frances Ellen Watkins Harper,1825-09-24T00:00:00Z,1911-02-20T00:00:00Z
http://www.wikidata.org/entity/Q5478699,345,Frances Ellen Watkins Harper,1825-09-24T00:00:00Z,1911-02-22T00:00:00Z
http://www.wikidata.org/entity/Q5478909,5073,Frances Reynolds,1729-05-10T00:00:00Z,1807-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5478909,5073,Frances Reynolds,1729-05-10T00:00:00Z,1808-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6696946,458,"Lucie, Lady Duff-Gordon",1821-06-24T00:00:00Z,1869-07-14T00:00:00Z
http://www.wikidata.org/entity/Q6762912,1900,Marie L. Shedlock,1854-05-05T00:00:00Z,1935-01-17T00:00:00Z
http://www.wikidata.org/entity/Q6762948,2620,Marie Mattingly Meloney,1878-12-08T00:00:00Z,1943-06-23T00:00:00Z
http://www.wikidata.org/entity/Q6792312,4151,Maude Royden,1876-11-23T00:00:00Z,1956-07-30T00:00:00Z
http://www.wikidata.org/entity/Q6929950,3541,Elizabeth Lydia Rosabelle de la Pasture,1866-01-01T00:00:00Z,1945-10-30T00:00:00Z
http://www.wikidata.org/entity/Q7038163,36558,Nina Wilcox Putnam,1888-11-28T00:00:00Z,1962-03-08T00:00:00Z
http://www.wikidata.org/entity/Q13563064,1624,Q13563064,1850-06-19T00:00:00Z,1907-08-26T00:00:00Z
http://www.wikidata.org/entity/Q13563110,38122,Josephine Pollard,1834-10-10T00:00:00Z,1892-08-15T00:00:00Z
http://www.wikidata.org/entity/Q15996459,6846,Clara E. Laughlin,1873-08-03T00:00:00Z,1941-03-03T00:00:00Z
